Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM,file
tech.tablesaw.plotly.components.threeD,Eye,3.0,0.0,2.0,2.0,0.3333333333333333,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/threeD/Eye.java'
tech.tablesaw.plotly.components.threeD,Up,3.0,0.0,2.0,2.0,0.5833333333333334,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/threeD/Up.java'
tech.tablesaw.plotly.components.threeD,Center,3.0,0.0,2.0,2.0,0.3333333333333333,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/threeD/Center.java'
tech.tablesaw.plotly.components.threeD,CameraComponent,5.0,4.0,3.0,2.0,0.6666666666666666,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/threeD/CameraComponent.java'
tech.tablesaw.io,ReaderRegistry,12.0,9.0,3.0,3.0,0.8,0.5,'tablesaw/core/src/main/java/tech/tablesaw/io/ReaderRegistry.java'
tech.tablesaw.plotly.components,Grid,135.0,117.0,17.0,17.0,0.9669117647058824,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Grid.java'
tech.tablesaw.conversion.smile,SmileConverter,3.0,0.0,2.0,2.0,0.3333333333333333,0.5,'tablesaw/core/src/main/java/tech/tablesaw/conversion/smile/SmileConverter.java'
tech.tablesaw.plotly.components,Config,38.0,31.0,9.0,8.0,0.9444444444444444,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Config.java'
tech.tablesaw.columns.numbers,DoubleParser,15.0,0.0,6.0,3.0,0.0,0.5,'tablesaw/core/src/main/java/tech/tablesaw/columns/numbers/DoubleParser.java'
tech.tablesaw.io.csv,CsvWriter,15.0,0.0,6.0,3.0,1.0,0.5,'tablesaw/core/src/main/java/tech/tablesaw/io/csv/CsvWriter.java'
tech.tablesaw.plotly.components.change,ChangeLine,23.0,18.0,7.0,6.0,0.9523809523809524,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/change/ChangeLine.java'
tech.tablesaw.plotly.event,HoverBroadcastBody,10.0,5.0,5.0,5.0,0.9,0.5,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/event/HoverBroadcastBody.java'
tech.tablesaw.joining,AbstractJoiner,465.0,0.0,31.0,15.0,0.0,0.4838709677419355,'tablesaw/core/src/main/java/tech/tablesaw/joining/AbstractJoiner.java'
tech.tablesaw.plotly.traces,BoxTrace,57.0,36.0,9.0,8.0,0.8333333333333334,0.4615384615384615,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/BoxTrace.java'
tech.tablesaw.plotly.components,Gradient,46.0,37.0,8.0,7.0,0.92,0.4545454545454545,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Gradient.java'
tech.tablesaw.plotly.traces,ContourTrace,28.0,20.0,8.0,7.0,0.890625,0.4444444444444444,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/ContourTrace.java'
tech.tablesaw.plotly.traces,BarTrace,131.0,109.0,13.0,12.0,0.9294117647058824,0.4444444444444444,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/BarTrace.java'
tech.tablesaw.plotly.traces,HeatmapTrace,28.0,20.0,8.0,7.0,0.890625,0.4444444444444444,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/HeatmapTrace.java'
tech.tablesaw.plotly.components,Component,21.0,21.0,7.0,3.0,1.0,0.4285714285714285,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Component.java'
tech.tablesaw.util,LevenshteinDistance,15.0,9.0,4.0,3.0,0.75,0.4285714285714285,'tablesaw/core/src/main/java/tech/tablesaw/util/LevenshteinDistance.java'
tech.tablesaw.plotly.components,Page,13.0,5.0,6.0,6.0,0.8611111111111112,0.4285714285714285,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Page.java'
tech.tablesaw.plotly.traces,Scatter3DTrace,185.0,160.0,16.0,15.0,0.9366666666666668,0.4285714285714285,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/Scatter3DTrace.java'
tech.tablesaw.plotly.components,Font,72.0,53.0,10.0,9.0,0.8901098901098901,0.4285714285714285,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Font.java'
tech.tablesaw.plotly.components,HoverLabel,36.0,27.0,9.0,8.0,0.9444444444444444,0.4,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/HoverLabel.java'
tech.tablesaw.io.jdbc,SqlResultSetReader,10.0,0.0,5.0,3.0,0.75,0.4,'tablesaw/core/src/main/java/tech/tablesaw/io/jdbc/SqlResultSetReader.java'
tech.tablesaw.io.html,HtmlWriter,10.0,0.0,5.0,2.0,1.0,0.4,'tablesaw/html/src/main/java/tech/tablesaw/io/html/HtmlWriter.java'
tech.tablesaw.io.json,JsonReader,10.0,0.0,5.0,2.0,0.875,0.4,'tablesaw/json/src/main/java/tech/tablesaw/io/json/JsonReader.java'
tech.tablesaw.plotly.traces,ViolinTrace,80.0,55.0,11.0,10.0,0.9047619047619048,0.4,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/ViolinTrace.java'
tech.tablesaw.plotly.traces,PieTrace,33.0,21.0,8.0,7.0,0.8888888888888888,0.4,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/PieTrace.java'
tech.tablesaw.plotly.components,Domain,36.0,27.0,9.0,8.0,0.9444444444444444,0.4,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Domain.java'
tech.tablesaw.table,Relation,2926.0,0.0,77.0,30.0,0.0,0.3896103896103896,'tablesaw/core/src/main/java/tech/tablesaw/table/Relation.java'
tech.tablesaw.aggregate,AggregateFunctions,1176.0,0.0,49.0,26.0,1.0089962121212122,0.3877551020408163,'tablesaw/core/src/main/java/tech/tablesaw/aggregate/AggregateFunctions.java\ntablesaw/core/src/main/java/tech/tablesaw/analytic/AggregateFunctions.java'
tech.tablesaw.io,FileReader,75.0,72.0,11.0,5.0,0.9444444444444444,0.3846153846153846,'tablesaw/core/src/main/java/tech/tablesaw/io/FileReader.java'
tech.tablesaw.plotly.components,Margin,65.0,52.0,12.0,11.0,0.9583333333333334,0.3846153846153846,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Margin.java'
tech.tablesaw.plotly.traces,Histogram2DTrace,18.0,8.0,6.0,5.0,0.8285714285714285,0.375,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/Histogram2DTrace.java'
tech.tablesaw.plotly.traces,HistogramTrace,399.0,363.0,23.0,21.0,0.974512743628186,0.3666666666666666,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/HistogramTrace.java'
tech.tablesaw.io.csv,CsvWriteOptions,563.0,531.0,24.0,23.0,0.9852941176470588,0.3428571428571428,'tablesaw/core/src/main/java/tech/tablesaw/io/csv/CsvWriteOptions.java'
tech.tablesaw.columns.booleans,BooleanFormatter,5.0,0.0,2.0,2.0,0.2,0.3333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/columns/booleans/BooleanFormatter.java'
tech.tablesaw.columns.dates,DateParser,7.0,0.0,2.0,2.0,1.1363636363636362,0.3333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/columns/dates/DateParser.java'
tech.tablesaw.columns.numbers,ShortParser,9.0,3.0,3.0,2.0,0.4,0.3333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/columns/numbers/ShortParser.java'
tech.tablesaw.columns.instant,PackedInstant,153.0,0.0,18.0,6.0,0.0,0.3333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/columns/instant/PackedInstant.java'
tech.tablesaw.columns.numbers,NumberColumnFormatter,206.0,136.0,9.0,8.0,0.6739130434782609,0.3333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/columns/numbers/NumberColumnFormatter.java'
tech.tablesaw.io,DataFrameReader,266.0,256.0,20.0,8.0,0.8260869565217391,0.3333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/io/DataFrameReader.java'
tech.tablesaw.plotly.components.change,Change,10.0,5.0,5.0,4.0,0.9,0.3333333333333333,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/change/Change.java'
tech.tablesaw.plotly.components.threeD,Scene,27.0,18.0,8.0,7.0,0.9375,0.3333333333333333,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/threeD/Scene.java'
tech.tablesaw.plotly.components,Line,101.0,82.0,13.0,12.0,0.961904761904762,0.3125,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Line.java'
tech.tablesaw.conversion,TableConverter,33.0,0.0,4.0,4.0,0.25,0.3076923076923077,'tablesaw/core/src/main/java/tech/tablesaw/conversion/TableConverter.java'
tech.tablesaw.io.csv,CsvReader,45.0,0.0,10.0,3.0,1.0,0.3,'tablesaw/core/src/main/java/tech/tablesaw/io/csv/CsvReader.java'
tech.tablesaw.io.fixed,FixedWidthReader,45.0,0.0,10.0,3.0,1.0,0.3,'tablesaw/core/src/main/java/tech/tablesaw/io/fixed/FixedWidthReader.java'
tech.tablesaw.plotly.traces,ScatterTrace,561.0,492.0,29.0,28.0,0.9743589743589745,0.2777777777777778,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/ScatterTrace.java'
tech.tablesaw.io.fixed,FixedWidthWriter,28.0,0.0,8.0,2.0,1.0,0.25,'tablesaw/core/src/main/java/tech/tablesaw/io/fixed/FixedWidthWriter.java'
tech.tablesaw.plotly.traces,AbstractTrace,20.0,12.0,3.0,2.0,0.8571428571428571,0.25,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/traces/AbstractTrace.java'
tech.tablesaw.analytic,WindowSpecification,77.0,34.0,7.0,6.0,0.8222222222222223,0.25,'tablesaw/core/src/main/java/tech/tablesaw/analytic/WindowSpecification.java'
tech.tablesaw.columns.instant,InstantColumnFormatter,7.0,0.0,2.0,2.0,0.1428571428571428,0.25,'tablesaw/core/src/main/java/tech/tablesaw/columns/instant/InstantColumnFormatter.java'
tech.tablesaw.api,Table,7948.0,7250.0,78.0,34.0,0.9440203562340967,0.25,'tablesaw/core/src/main/java/tech/tablesaw/api/Table.java'
tech.tablesaw.io,Source,71.0,22.0,5.0,4.0,0.6166666666666667,0.25,'tablesaw/core/src/main/java/tech/tablesaw/io/Source.java'
tech.tablesaw.columns.strings,TextualStringData,1314.0,1143.0,37.0,13.0,0.8888888888888888,0.2363636363636363,'tablesaw/core/src/main/java/tech/tablesaw/columns/strings/TextualStringData.java'
tech.tablesaw.columns.times,PackedLocalTime,903.0,0.0,43.0,12.0,0.989010989010989,0.2325581395348837,'tablesaw/core/src/main/java/tech/tablesaw/columns/times/PackedLocalTime.java'
tech.tablesaw.aggregate,CrossTab,78.0,0.0,13.0,3.0,0.75,0.2307692307692307,'tablesaw/core/src/main/java/tech/tablesaw/aggregate/CrossTab.java'
tech.tablesaw.sorting.comparators,IntComparatorChain,15.0,0.0,3.0,2.0,0.6875,0.2222222222222222,'tablesaw/core/src/main/java/tech/tablesaw/sorting/comparators/IntComparatorChain.java'
tech.tablesaw.joining,RowComparatorChain,8.0,0.0,2.0,2.0,0.5416666666666666,0.2222222222222222,'tablesaw/core/src/main/java/tech/tablesaw/joining/RowComparatorChain.java'
tech.tablesaw.sorting,Sort,26.0,16.0,5.0,2.0,0.5,0.2222222222222222,'tablesaw/core/src/main/java/tech/tablesaw/sorting/Sort.java'
tech.tablesaw.api,DoubleColumn,2115.0,1884.0,48.0,15.0,0.6911764705882353,0.217391304347826,'tablesaw/core/src/main/java/tech/tablesaw/api/DoubleColumn.java'
tech.tablesaw.io.fixed,FixedWidthWriteOptions,1368.0,1305.0,33.0,32.0,0.9905660377358492,0.2037037037037037,'tablesaw/core/src/main/java/tech/tablesaw/io/fixed/FixedWidthWriteOptions.java'
tech.tablesaw.joining,CrossProductJoin,90.0,75.0,10.0,3.0,0.880952380952381,0.2,'tablesaw/core/src/main/java/tech/tablesaw/joining/CrossProductJoin.java'
tech.tablesaw.io.string,DataFramePrinter,43.0,41.0,8.0,2.0,0.925925925925926,0.2,'tablesaw/core/src/main/java/tech/tablesaw/io/string/DataFramePrinter.java'
tech.tablesaw.joining,SortKey,35.0,25.0,6.0,2.0,0.5555555555555556,0.2,'tablesaw/core/src/main/java/tech/tablesaw/joining/SortKey.java'
tech.tablesaw.plotly.components,Marker,280.0,235.0,22.0,22.0,0.977,0.1923076923076923,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Marker.java'
tech.tablesaw.columns.strings,NullDictionaryMap,183.0,0.0,7.0,6.0,0.1818181818181818,0.1764705882352941,'tablesaw/core/src/main/java/tech/tablesaw/columns/strings/NullDictionaryMap.java'
tech.tablesaw.table,TableSliceGroup,108.0,80.0,7.0,3.0,0.8625,0.1764705882352941,'tablesaw/core/src/main/java/tech/tablesaw/table/TableSliceGroup.java'
tech.tablesaw.analytic,ArgumentList,180.0,107.0,8.0,7.0,0.875,0.1739130434782608,'tablesaw/core/src/main/java/tech/tablesaw/analytic/ArgumentList.java'
tech.tablesaw.api,StringColumn,2211.0,1647.0,40.0,13.0,0.8423423423423424,0.1733333333333333,'tablesaw/core/src/main/java/tech/tablesaw/api/StringColumn.java'
tech.tablesaw.plotly.components,ColorBar,344.0,282.0,24.0,24.0,0.9852941176470588,0.1724137931034483,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/ColorBar.java'
tech.tablesaw.api,ShortColumn,1443.0,1233.0,38.0,10.0,0.6491228070175439,0.1724137931034483,'tablesaw/core/src/main/java/tech/tablesaw/api/ShortColumn.java'
tech.tablesaw.api,LongColumn,1463.0,1273.0,39.0,10.0,0.6666666666666666,0.1724137931034483,'tablesaw/core/src/main/java/tech/tablesaw/api/LongColumn.java'
tech.tablesaw.selection,BitmapBackedSelection,201.0,0.0,7.0,5.0,0.7356321839080461,0.1666666666666666,'tablesaw/core/src/main/java/tech/tablesaw/selection/BitmapBackedSelection.java'
tech.tablesaw.io,DataFrameWriter,11.0,0.0,2.0,2.0,0.3181818181818182,0.1666666666666666,'tablesaw/core/src/main/java/tech/tablesaw/io/DataFrameWriter.java'
tech.tablesaw.io.saw,SawMetadata,114.0,75.0,7.0,4.0,0.8991596638655461,0.1666666666666666,'tablesaw/saw/src/main/java/tech/tablesaw/io/saw/SawMetadata.java'
tech.tablesaw.io.saw,TableMetadata,57.0,48.0,6.0,2.0,0.8636363636363636,0.1666666666666666,'tablesaw/saw/src/main/java/tech/tablesaw/io/saw/TableMetadata.java'
tech.tablesaw.analytic,AnalyticQuery,872.0,709.0,17.0,11.0,0.9272727272727272,0.1521739130434782,'tablesaw/core/src/main/java/tech/tablesaw/analytic/AnalyticQuery.java'
tech.tablesaw.api,FloatColumn,1295.0,1105.0,36.0,8.0,0.6481481481481481,0.1454545454545454,'tablesaw/core/src/main/java/tech/tablesaw/api/FloatColumn.java'
tech.tablesaw.analytic,WindowFrame,104.0,0.0,8.0,7.0,0.8166666666666667,0.1428571428571428,'tablesaw/core/src/main/java/tech/tablesaw/analytic/WindowFrame.java'
tech.tablesaw.io.saw,SawWriter,235.0,64.0,11.0,4.0,0.7142857142857143,0.1379310344827586,'tablesaw/saw/src/main/java/tech/tablesaw/io/saw/SawWriter.java'
tech.tablesaw.api,IntColumn,1422.0,1191.0,37.0,8.0,0.631578947368421,0.1379310344827586,'tablesaw/core/src/main/java/tech/tablesaw/api/IntColumn.java'
tech.tablesaw.plotly.components,Axis,1856.0,1567.0,53.0,53.0,0.9915632754342432,0.1363636363636363,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Axis.java'
tech.tablesaw.table,TableSlice,271.0,107.0,5.0,4.0,0.7517241379310345,0.1333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/table/TableSlice.java'
tech.tablesaw.selection,BitSetBackedSelection,201.0,0.0,7.0,4.0,0.7356321839080461,0.1333333333333333,'tablesaw/core/src/main/java/tech/tablesaw/selection/BitSetBackedSelection.java'
tech.tablesaw.plotly.components,TickSettings,611.0,519.0,27.0,27.0,0.9798622151563328,0.131578947368421,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/TickSettings.java'
tech.tablesaw.api,TimeColumn,2576.0,2226.0,43.0,10.0,0.8881578947368421,0.1298701298701298,'tablesaw/core/src/main/java/tech/tablesaw/api/TimeColumn.java'
tech.tablesaw.io,ReadOptions,1016.0,904.0,24.0,24.0,0.981036077705828,0.125,'tablesaw/core/src/main/java/tech/tablesaw/io/ReadOptions.java'
tech.tablesaw.io.saw,ColumnMetadata,104.0,88.0,4.0,2.0,0.9066666666666666,0.125,'tablesaw/saw/src/main/java/tech/tablesaw/io/saw/ColumnMetadata.java'
tech.tablesaw.plotly.components,Figure,234.0,143.0,7.0,6.0,0.888,0.1153846153846153,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Figure.java'
tech.tablesaw.api,InstantColumn,2736.0,2391.0,46.0,9.0,0.8942307692307693,0.1139240506329113,'tablesaw/core/src/main/java/tech/tablesaw/api/InstantColumn.java'
tech.tablesaw.plotly.components,Layout,552.0,474.0,34.0,32.0,0.986530612244898,0.1111111111111111,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Layout.java'
tech.tablesaw.io.xlsx,XlsxReader,149.0,127.0,12.0,2.0,0.8222222222222223,0.1052631578947368,'tablesaw/excel/src/main/java/tech/tablesaw/io/xlsx/XlsxReader.java'
tech.tablesaw.plotly.components,Annotation,1576.0,1441.0,51.0,51.0,0.9942528735632185,0.1016949152542373,'tablesaw/jsplot/src/main/java/tech/tablesaw/plotly/components/Annotation.java'
tech.tablesaw.columns.dates,PackedLocalDate,2346.0,0.0,69.0,7.0,0.9926470588235294,0.1014492753623188,'tablesaw/core/src/main/java/tech/tablesaw/columns/dates/PackedLocalDate.java'
tech.tablesaw.api,DateTimeColumn,2750.0,2419.0,45.0,8.0,0.8910256410256411,0.1012658227848101,'tablesaw/core/src/main/java/tech/tablesaw/api/DateTimeColumn.java'
tech.tablesaw.joining,SortMergeJoin,171.0,152.0,13.0,2.0,0.8947368421052632,0.1,'tablesaw/core/src/main/java/tech/tablesaw/joining/SortMergeJoin.java'
tech.tablesaw.columns.datetimes,PackedLocalDateTime,1891.0,0.0,62.0,6.0,0.0,0.0967741935483871,'tablesaw/core/src/main/java/tech/tablesaw/columns/datetimes/PackedLocalDateTime.java'
tech.tablesaw.api,BooleanColumn,3492.0,2613.0,46.0,9.0,0.8709677419354839,0.0957446808510638,'tablesaw/core/src/main/java/tech/tablesaw/api/BooleanColumn.java'
tech.tablesaw.columns.booleans,BitSetBooleanData,244.0,0.0,5.0,3.0,0.6606060606060606,0.088235294117647,'tablesaw/core/src/main/java/tech/tablesaw/columns/booleans/BitSetBooleanData.java'
tech.tablesaw.api,DateColumn,2394.0,2087.0,41.0,6.0,0.886986301369863,0.081081081081081,'tablesaw/core/src/main/java/tech/tablesaw/api/DateColumn.java'
tech.tablesaw.columns.strings,IntDictionaryMap,868.0,511.0,15.0,7.0,0.9195678271308524,0.04,'tablesaw/core/src/main/java/tech/tablesaw/columns/strings/IntDictionaryMap.java'
tech.tablesaw.columns.strings,ByteDictionaryMap,941.0,556.0,15.0,7.0,0.9181084198385236,0.0384615384615384,'tablesaw/core/src/main/java/tech/tablesaw/columns/strings/ByteDictionaryMap.java'
tech.tablesaw.api,Row,2551.0,542.0,6.0,4.0,0.9152046783625732,0.03125,'tablesaw/core/src/main/java/tech/tablesaw/api/Row.java'
tech.tablesaw.filtering,And,0.0,0.0,1.0,1.0,-0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/filtering/And.java'
tech.tablesaw.index,ShortIndex,6.0,0.0,2.0,1.0,0.1666666666666666,0.0,'tablesaw/core/src/main/java/tech/tablesaw/index/ShortIndex.java'
tech.tablesaw.table,RollingColumn,0.0,0.0,1.0,1.0,-0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/table/RollingColumn.java'
tech.tablesaw.filtering,Not,0.0,0.0,1.0,1.0,-0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/filtering/Not.java'
tech.tablesaw.sorting.comparators,DescendingLongComparator,0.0,0.0,1.0,1.0,0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/sorting/comparators/DescendingLongComparator.java'
tech.tablesaw.sorting.comparators,DescendingIntComparator,0.0,0.0,1.0,1.0,0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/sorting/comparators/DescendingIntComparator.java'
tech.tablesaw.sorting.comparators,ReversingIntComparator,0.0,0.0,1.0,1.0,-0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/sorting/comparators/ReversingIntComparator.java'
tech.tablesaw.columns.temporal,TemporalPredicates,0.0,0.0,1.0,1.0,0.0,0.0,'tablesaw/core/src/main/java/tech/tablesaw/columns/temporal/TemporalPredicates.java'
