Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
tablesaw,tech.tablesaw.io.jsonl,JsonlReadOptions,462.0,459.0,30.0,30.0,0.9833333333333333,0.9354838709677419
tablesaw,tech.tablesaw.io.jsonl,Builder,190.0,190.0,20.0,20.0,1.0,1.0
tablesaw,tech.tablesaw.io.jsonl,JsonlWriter,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
tablesaw,tech.tablesaw.io.jsonl,JsonlWriteOptions,10.0,0.0,5.0,5.0,0.0,1.0
tablesaw,tech.tablesaw.io.jsonl,Builder,1.0,0.0,2.0,2.0,0.0,1.0
tablesaw,tech.tablesaw.io.jsonl,JsonlReader,6.0,0.0,4.0,2.0,0.8333333333333334,0.5
tablesaw,tech.tablesaw.io.json,JsonWriterTest,3.0,0.0,3.0,3.0,0.0,1.0
tablesaw,tech.tablesaw.io.json,JsonReaderTest,21.0,0.0,7.0,7.0,0.0,1.0
tablesaw,tech.tablesaw.io.json,JsonReadOptions,462.0,459.0,30.0,30.0,0.9833333333333333,0.9354838709677419
tablesaw,tech.tablesaw.io.json,Builder,190.0,190.0,20.0,20.0,1.0,1.0
tablesaw,tech.tablesaw.io.json,JsonWriter,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
tablesaw,tech.tablesaw.io.json,JsonReader,10.0,0.0,5.0,2.0,0.875,0.4
tablesaw,tech.tablesaw.io.json,JsonWriteOptions,30.0,24.0,7.0,7.0,0.9375,0.5555555555555556
tablesaw,tech.tablesaw.io.json,Builder,6.0,6.0,4.0,4.0,1.0,1.0
tablesaw,tech.tablesaw.beakerx,TablesawDisplayer,15.0,0.0,6.0,4.0,0.0,0.6666666666666666
tablesaw,tech.tablesaw.io.xlsx,XlsxWriterTest,1.0,0.0,2.0,2.0,0.0,1.0
tablesaw,tech.tablesaw.io.xlsx,XlsxReaderTest,55.0,0.0,11.0,10.0,0.0,0.9090909090909091
tablesaw,tech.tablesaw.io.xlsx,XlsxWriteOptions,55.0,0.0,11.0,10.0,0.0,0.9090909090909091
tablesaw,tech.tablesaw.io.xlsx,Builder,10.0,0.0,5.0,5.0,0.0,1.0
tablesaw,tech.tablesaw.io.xlsx,XlsxReader,149.0,127.0,12.0,2.0,0.8222222222222223,0.10526315789473684
tablesaw,tech.tablesaw.io.xlsx,TableRange,0.0,0.0,1.0,1.0,0.5,0.0
tablesaw,tech.tablesaw.io.xlsx,XlsxReadOptions,375.0,372.0,27.0,27.0,0.9814814814814815,0.9285714285714286
tablesaw,tech.tablesaw.io.xlsx,Builder,190.0,190.0,20.0,20.0,1.0,1.0
tablesaw,tech.tablesaw.io.xlsx,XlsxWriter,3.0,0.0,3.0,3.0,1.0,1.0
tablesaw,tech.tablesaw.io.saw,SawMetadataTest,55.0,0.0,11.0,11.0,0.1,0.0
tablesaw,tech.tablesaw.io.saw,SawStorageTest,244.0,235.0,18.0,18.0,0.9375,0.34782608695652173
tablesaw,tech.tablesaw.io.saw,IoTest,0.0,0.0,1.0,1.0,0.0,0.0
tablesaw,tech.tablesaw.io.saw,SawReadOptionsTest,3.0,0.0,3.0,3.0,0.0,1.0
tablesaw,tech.tablesaw.io.saw,SawMetadata,114.0,75.0,7.0,4.0,0.8991596638655461,0.16666666666666666
tablesaw,tech.tablesaw.io.saw,SawReadOptions,11.0,7.0,3.0,3.0,0.8666666666666666,0.5
tablesaw,tech.tablesaw.io.saw,TableMetadata,57.0,48.0,6.0,2.0,0.8636363636363636,0.16666666666666666
tablesaw,tech.tablesaw.io.saw,SawWriter,235.0,64.0,11.0,4.0,0.7142857142857143,0.13793103448275862
tablesaw,tech.tablesaw.io.saw,ColumnMetadata,104.0,88.0,4.0,2.0,0.9066666666666666,0.125
tablesaw,tech.tablesaw.io.saw,SawWriteOptions,18.0,15.0,4.0,4.0,0.9166666666666666,0.5714285714285714
tablesaw,tech.tablesaw.io.saw,SawReader,391.0,286.0,18.0,1.0,0.7526881720430109,0.0
tablesaw,tech.tablesaw.io.saw,SawUtils,1.0,0.0,2.0,2.0,1.8,1.0
tablesaw,tech.tablesaw.joining,DataFrameJoinerTest,6555.0,0.0,115.0,42.0,0.9622132253711201,0.09565217391304348
tablesaw,tech.tablesaw.joining,DataFrameJoiner,30.0,5.0,1.0,1.0,0.7555555555555555,0.0
tablesaw,tech.tablesaw.joining,ColumnIndexPair,0.0,0.0,1.0,1.0,-0.0,0.0
tablesaw,tech.tablesaw.joining,SortMergeJoin,171.0,152.0,13.0,2.0,0.8947368421052632,0.1
tablesaw,tech.tablesaw.joining,CrossProductJoin,90.0,75.0,10.0,3.0,0.880952380952381,0.2
tablesaw,tech.tablesaw.joining,RowComparatorChain,8.0,0.0,2.0,2.0,0.5416666666666666,0.2222222222222222
tablesaw,tech.tablesaw.joining,JoinStrategy,0.0,0.0,1.0,1.0,0.0,-1.0
tablesaw,tech.tablesaw.joining,SortKey,35.0,25.0,6.0,2.0,0.5555555555555556,0.2
tablesaw,tech.tablesaw.joining,AbstractJoiner,465.0,0.0,31.0,15.0,0.0,0.4838709677419355
tablesaw,tech.tablesaw.interpolation,InterpolatorTest,1.0,0.0,2.0,2.0,-0.0,0.0
tablesaw,tech.tablesaw.interpolation,Interpolator,0.0,0.0,1.0,1.0,-0.0,0.0
